Timestamp,Checkpoint,Avg_Attn_Norm,Avg_MLP_Norm,Peak_Value
2026-04-21 17:33:55,epoch_67.safetensors,15.0130,24.8942,0.3506
2026-04-21 17:49:57,epoch_68.safetensors,15.0676,24.9920,0.3541
